,filename,x,y,floor,orientation,sample_id,timestamp,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:15:f9:6c:7a:e2,00:12:da:9e:32:31,00:12:da:9e:32:32,00:15:f9:6c:7d:72,00:15:f9:6c:7d:71,00:15:f9:6c:7d:70,00:12:da:9e:32:30,00:11:21:66:75:82,00:11:21:66:75:81,00:11:21:6c:4e:72,00:11:21:6c:4e:70,00:11:21:6c:50:e2,00:11:21:6c:4e:71,00:11:21:66:75:80,00:15:f9:6c:7a:d2,00:15:f9:6c:7d:22,00:15:f9:6c:7d:20,00:15:f9:6c:7a:d1,00:11:21:6c:50:e1,00:15:f9:6c:7d:21,00:11:21:6c:50:e0,00:15:f9:6c:7a:d0,00:0f:60:06:71:2e,00:17:df:7d:70:51,00:17:df:7d:70:52,00:17:df:7d:70:50,88:e3:ab:11:f4:ee,00:12:80:17:ac:ae,00:1b:fc:22:43:4e,00:12:43:f1:c4:40,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16,00:12:43:f1:c4:42,00:12:43:f1:c4:41,bc:14:01:9c:37:08,bc:14:01:9c:37:09,00:12:da:9e:31:91
490,"altPoint(8,1).json",4.0,0.5,2,233.20828,10,1461872033060,-47.0,-48.0,-47.0,-83.0,-84.0,-78.0,-76.0,-77.0,-84.0,-86.0,,,,,,-89.0,-64.0,,,-64.0,,,,-64.0,,,,,-88.0,,,,,,,,,,
491,"altPoint(8,1).json",4.0,0.5,2,233.20828,11,1461872033060,-47.0,-48.0,-48.0,-84.0,-86.0,-75.0,-76.0,-82.0,-82.0,-90.0,-89.0,,,,,,-63.0,,,-64.0,,,,-63.0,,,,,-84.0,,,,,,,,,,
492,"altPoint(8,1).json",4.0,0.5,2,233.20828,12,1461872033060,-46.0,-45.0,-46.0,-84.0,-82.0,-84.0,-87.0,-82.0,-82.0,-90.0,-89.0,,,,,,-61.0,,,-62.0,,,,-62.0,,,,,-88.0,,,,,,,,,,
493,"altPoint(8,1).json",4.0,0.5,2,233.20828,13,1461872033060,-64.0,-64.0,-64.0,-88.0,-87.0,-84.0,-84.0,-83.0,-88.0,,,,,,,,-63.0,,,-63.0,,,,-63.0,,,,,-85.0,,,,,,,,,,
494,"altPoint(8,1).json",4.0,0.5,2,233.20828,14,1461872033060,-57.0,-57.0,-56.0,-87.0,-84.0,-79.0,-81.0,-81.0,-85.0,,-89.0,,,,,-89.0,-63.0,,,-62.0,,,,-62.0,,,,,-86.0,,,,,,,,,,
495,"altPoint(8,1).json",4.0,0.5,2,233.20828,15,1461872033060,-60.0,-60.0,-59.0,-84.0,-84.0,-82.0,-81.0,-81.0,-85.0,-87.0,-89.0,,,,,-89.0,-64.0,,,-64.0,,,,-64.0,,,,,-85.0,,,,,,,,,,
496,"altPoint(8,1).json",4.0,0.5,2,233.20828,16,1461872033060,-49.0,-54.0,-48.0,-85.0,-85.0,-82.0,-78.0,,-84.0,-87.0,-89.0,,,,,,-61.0,,,-61.0,,,,-60.0,,,,,-87.0,,,,,,,,,,
497,"altPoint(8,1).json",4.0,0.5,2,233.20828,17,1461872033060,-43.0,-43.0,-42.0,-88.0,-89.0,-80.0,-80.0,,-88.0,,-89.0,,,,,,-71.0,,,-71.0,,,,-70.0,,,,,-87.0,,,,,,,,,,
498,"altPoint(8,1).json",4.0,0.5,2,233.20828,18,1461872033060,-44.0,-43.0,-43.0,-85.0,-86.0,-80.0,-86.0,-79.0,-84.0,-88.0,-86.0,,,,,-87.0,-65.0,,,-65.0,,,,-65.0,,-91.0,,,-87.0,,,,,,,,,,
499,"altPoint(8,1).json",4.0,0.5,2,233.20828,19,1461872033060,-43.0,-43.0,-42.0,-86.0,-87.0,,-77.0,-78.0,-84.0,-88.0,-86.0,,,,,-87.0,-60.0,,,-61.0,,,,-60.0,,-91.0,,,-87.0,,,,,,,,,,
500,"point(0,1).json",0.0,0.5,2,33.281586,0,1461864822344,-71.0,-71.0,-71.0,,,,-87.0,,,,,,,,,,-71.0,,,-71.0,,,,-70.0,,-90.0,-89.0,-90.0,,,,,,,,,,,
501,"point(0,1).json",0.0,0.5,2,33.281586,1,1461864822344,-58.0,-58.0,-58.0,,,,-87.0,-88.0,,,,,,,,,-72.0,,,-69.0,,,,-69.0,,-87.0,-89.0,-89.0,,,,,,,,,,,
502,"point(0,1).json",0.0,0.5,2,33.281586,2,1461864822344,-61.0,-61.0,-61.0,,,,,-88.0,,,,,,,,,-68.0,,,-68.0,,,,-68.0,,-87.0,-89.0,-89.0,,,,,,,,,,,
503,"point(0,1).json",0.0,0.5,2,33.281586,3,1461864822344,-64.0,-65.0,-65.0,,,,,,,,,,,,,,-69.0,,,-70.0,,,,-70.0,,-87.0,,-86.0,,,,,,,,,,,
504,"point(0,1).json",0.0,0.5,2,33.281586,4,1461864822344,-65.0,-65.0,-65.0,,,-87.0,,,,,,,,,,,-69.0,,,-69.0,,,,-69.0,,-88.0,,-88.0,,,,,,,,,,,
505,"point(0,1).json",0.0,0.5,2,33.281586,5,1461864822344,-63.0,-63.0,-62.0,,,-87.0,,,,,,,,,,,-69.0,,,-69.0,,,,-69.0,,-88.0,-89.0,-88.0,,,,,,,,,,,
506,"point(0,1).json",0.0,0.5,2,33.281586,6,1461864822344,-61.0,-62.0,-62.0,,,,,,,,,,,,,,-71.0,,,-71.0,,,,-71.0,,,-89.0,-88.0,,,,,,,,,,,
507,"point(0,1).json",0.0,0.5,2,33.281586,7,1461864822344,-62.0,-61.0,-61.0,,,,,,,,,,,,,,-69.0,,,-69.0,,,,-69.0,,-88.0,-89.0,-88.0,,,,,,,,,,,
508,"point(0,1).json",0.0,0.5,2,33.281586,8,1461864822344,-61.0,-61.0,-61.0,,,,,,,,,,,,,,-69.0,,,-69.0,,,,-69.0,,-87.0,-87.0,-88.0,,,,,,,,,,,
509,"point(0,1).json",0.0,0.5,2,33.281586,9,1461864822344,-60.0,-58.0,-60.0,,,,,,,,,,,,,,-69.0,,,-69.0,,,,-69.0,,-87.0,-87.0,-88.0,,,,,,,,,,,
510,"point(0,1).json",0.0,0.5,2,33.281586,10,1461864822344,-58.0,-58.0,-58.0,,,,,,,,,,,,,,-69.0,,,-70.0,,,,-69.0,,-87.0,,-88.0,,,,,,,,,,,
511,"point(0,1).json",0.0,0.5,2,33.281586,11,1461864822344,-58.0,-59.0,-59.0,,,,,,,,,,,,,,-69.0,,,-70.0,,,,-70.0,,-87.0,-87.0,-88.0,,,,,,,,,,,
512,"point(0,1).json",0.0,0.5,2,33.281586,12,1461864822344,-58.0,-58.0,-58.0,,,,,,,,,,,,,,-69.0,,,-70.0,,,,-70.0,,-87.0,-88.0,-88.0,,,,,,,,,,,
513,"point(0,1).json",0.0,0.5,2,33.281586,13,1461864822344,-58.0,-57.0,-58.0,,,,,,,,,,,,,,-69.0,,,-70.0,,,,-70.0,,-87.0,-88.0,-88.0,,,,,,,,,,,
514,"point(0,1).json",0.0,0.5,2,33.281586,14,1461864822344,-58.0,-58.0,-58.0,,,,,,,,,,,,,,-70.0,,,-70.0,,,,-69.0,,-87.0,-88.0,-88.0,,,,,,,,,,,
515,"point(0,1).json",0.0,0.5,2,33.281586,15,1461864822344,-57.0,-58.0,-58.0,,,,,,,,,,,,,,-71.0,,,-71.0,,,,-71.0,,-88.0,-87.0,-85.0,,,,,,,,,,,
516,"point(0,1).json",0.0,0.5,2,33.281586,16,1461864822344,-58.0,-58.0,-58.0,,,,,,,,,,,,,,-70.0,,,-70.0,,,,-69.0,,-88.0,-87.0,-88.0,,,,,,,,,,,
517,"point(0,1).json",0.0,0.5,2,33.281586,17,1461864822344,-58.0,-57.0,-58.0,,,,,,,,,,,,,,-69.0,,,-70.0,,,,-70.0,,-89.0,-89.0,-88.0,,,,,,,,,,,
518,"point(0,1).json",0.0,0.5,2,33.281586,18,1461864822344,-57.0,-58.0,-57.0,,,,,,,,,,,,,,-70.0,,,-70.0,,,,-70.0,,-89.0,-89.0,-88.0,,,,,,,,,,,
519,"point(0,1).json",0.0,0.5,2,33.281586,19,1461864822344,-57.0,-57.0,-57.0,,,,,,,,,,,,,,-69.0,,,-69.0,,,,-69.0,,-87.0,-89.0,-87.0,,,,,,,,,,,
520,"point(12,1).json",6.0,0.5,2,18.49707,0,1461865346250,-46.0,-46.0,-47.0,-87.0,-87.0,,-79.0,,,-86.0,,,,,,,-69.0,,,-69.0,,,,-69.0,,,,,,,,,,,,,,,
521,"point(12,1).json",6.0,0.5,2,18.49707,1,1461865346250,-49.0,-49.0,-49.0,-87.0,,-78.0,,,,-86.0,-84.0,,,,,-86.0,-67.0,,,-67.0,,,,-67.0,,,,,,,,,,,,,,,
522,"point(12,1).json",6.0,0.5,2,18.49707,2,1461865346250,-37.0,-37.0,-37.0,-81.0,-83.0,-80.0,-75.0,-74.0,,,-85.0,,,,,-85.0,-66.0,,,-67.0,,,,-67.0,,,,,,,,,,,,,,,
523,"point(12,1).json",6.0,0.5,2,18.49707,3,1461865346250,-37.0,-37.0,-37.0,-83.0,-83.0,-81.0,-76.0,-74.0,-83.0,-86.0,-84.0,,,,,-85.0,-68.0,,,-67.0,,,,-67.0,,,,,,,,,,,,,,,
524,"point(12,1).json",6.0,0.5,2,18.49707,4,1461865346250,-50.0,-52.0,-52.0,-84.0,-83.0,-81.0,-76.0,-74.0,-83.0,-84.0,-84.0,,,,,-85.0,-66.0,,,-65.0,,,,-66.0,,,,,,,,,,,,,,,
525,"point(12,1).json",6.0,0.5,2,18.49707,5,1461865346250,-38.0,-40.0,-41.0,-84.0,-85.0,-77.0,,-77.0,-85.0,-85.0,-85.0,,,,,-85.0,-63.0,,,-64.0,,,,-64.0,,,,,,,,,,,,,,,
526,"point(12,1).json",6.0,0.5,2,18.49707,6,1461865346250,-41.0,-41.0,-40.0,-84.0,-84.0,-77.0,-82.0,-76.0,-85.0,-85.0,-85.0,,,,,-89.0,-65.0,,,-64.0,,,,-65.0,,,,,,,,,,,,,,,
527,"point(12,1).json",6.0,0.5,2,18.49707,7,1461865346250,-38.0,-39.0,-38.0,-83.0,-85.0,,-85.0,-76.0,-87.0,-89.0,-86.0,,,,,-89.0,-64.0,,,-64.0,,,,-64.0,,,,,,,,,,,,,,,
528,"point(12,1).json",6.0,0.5,2,18.49707,8,1461865346250,-39.0,-41.0,-41.0,-84.0,-83.0,-78.0,-77.0,-77.0,-85.0,-86.0,-86.0,,,,,-87.0,-64.0,,,-65.0,,,,-67.0,,,,,,,,,,,,,,,
529,"point(12,1).json",6.0,0.5,2,18.49707,9,1461865346250,-38.0,-39.0,-38.0,-88.0,-86.0,-78.0,-77.0,-77.0,-87.0,-86.0,-86.0,,,,,-87.0,-65.0,,,-66.0,,,,-64.0,,,,,,,,,,,,,,,
530,"point(12,1).json",6.0,0.5,2,18.49707,10,1461865346250,-41.0,-42.0,-41.0,-86.0,-86.0,-78.0,,-83.0,-87.0,,,,,,,,-55.0,,,-56.0,,,,-56.0,,,,,,,,,,,,,,,
531,"point(12,1).json",6.0,0.5,2,18.49707,11,1461865346250,-43.0,-45.0,-44.0,-83.0,-85.0,-80.0,,-74.0,-83.0,,,,,,,,-68.0,,,-68.0,,,,-69.0,,,,,,,,,,,,,,,
532,"point(12,1).json",6.0,0.5,2,18.49707,12,1461865346250,-38.0,-39.0,-39.0,-82.0,-84.0,-81.0,,-74.0,-83.0,-86.0,-88.0,,,,,,-56.0,,,-57.0,,,,-57.0,,,,,,,,,,,,,,,
533,"point(12,1).json",6.0,0.5,2,18.49707,13,1461865346250,-41.0,-39.0,-41.0,-85.0,-83.0,-78.0,,,-82.0,-85.0,-86.0,,,,,-87.0,-68.0,,,-67.0,,,,-66.0,,,,,,,,,,,,,,,
534,"point(12,1).json",6.0,0.5,2,18.49707,14,1461865346250,-41.0,-39.0,-38.0,-85.0,-83.0,-82.0,,,-84.0,-86.0,-86.0,,,,,-87.0,-57.0,,,-57.0,,,,-67.0,,,,,,,,,,,,,,,
535,"point(12,1).json",6.0,0.5,2,18.49707,15,1461865346250,-39.0,-39.0,-41.0,-83.0,-85.0,-79.0,-82.0,,-83.0,-85.0,-86.0,,,,,-85.0,-67.0,,,-68.0,,,,-67.0,,,,,,,,,,,,,,,
536,"point(12,1).json",6.0,0.5,2,18.49707,16,1461865346250,-42.0,-42.0,-42.0,-87.0,-87.0,-75.0,-82.0,-75.0,-88.0,-89.0,-87.0,,,,,-88.0,-67.0,,,-67.0,,,,-66.0,,,,,,,,,,,,,,,
537,"point(12,1).json",6.0,0.5,2,18.49707,17,1461865346250,-42.0,-42.0,-42.0,-83.0,-82.0,-75.0,,-75.0,-83.0,-86.0,-86.0,,,,,-88.0,-57.0,,,-56.0,,,,-57.0,,,,,,,,,,,,,,,
538,"point(12,1).json",6.0,0.5,2,18.49707,18,1461865346250,-39.0,-42.0,-42.0,-83.0,-82.0,-74.0,,,-82.0,-86.0,-86.0,,,,,-85.0,-67.0,,,-66.0,,,,-67.0,,,,,,,,,,,,,,,
539,"point(12,1).json",6.0,0.5,2,18.49707,19,1461865346250,-41.0,-42.0,-42.0,-82.0,-83.0,-76.0,-82.0,-82.0,-83.0,-85.0,-86.0,,,,,-82.0,-67.0,,,-66.0,,,,-67.0,,,,,,,,,,,,,,,
540,"point(16,1).json",8.0,0.5,2,18.49707,0,1461865496414,-55.0,-56.0,-57.0,-82.0,-81.0,-70.0,-70.0,-71.0,-82.0,,,,,,,,-70.0,,,-69.0,,,,-69.0,,,,,,-90.0,,,,,,,,,
541,"point(16,1).json",8.0,0.5,2,67.595184,1,1461865496414,-55.0,-55.0,-54.0,-84.0,-82.0,-75.0,-70.0,-72.0,-83.0,,,,,,,,-71.0,,,-71.0,,,,-71.0,,,,,,,,,,,,,,,
542,"point(16,1).json",8.0,0.5,2,67.595184,2,1461865496414,-57.0,-57.0,-56.0,-84.0,-84.0,-75.0,-70.0,-80.0,-84.0,,,,,,,,-67.0,,,-67.0,,,,-67.0,,,,,,-90.0,,,,,,,,,
543,"point(16,1).json",8.0,0.5,2,67.595184,3,1461865496414,-65.0,-66.0,-66.0,-84.0,-84.0,-72.0,-72.0,-73.0,-89.0,-89.0,-88.0,,,,,-89.0,-66.0,,,-66.0,,,,-66.0,,,,,,-92.0,,,,,,,,,
544,"point(16,1).json",8.0,0.5,2,67.595184,4,1461865496414,-62.0,-61.0,-61.0,-85.0,-85.0,-75.0,-78.0,-75.0,-85.0,-89.0,-89.0,,,,,-89.0,-68.0,,,-68.0,,,,-68.0,,,,,,-90.0,,,,,,,,,
545,"point(16,1).json",8.0,0.5,2,67.595184,5,1461865496414,-62.0,-63.0,-62.0,-86.0,-86.0,-73.0,-78.0,-72.0,-85.0,-87.0,-88.0,,,,,-87.0,-66.0,,,-67.0,,,,-66.0,,,,-89.0,,-90.0,,,,,,,,,
546,"point(16,1).json",8.0,0.5,2,67.595184,6,1461865496414,-59.0,-59.0,-59.0,-87.0,-87.0,-73.0,-74.0,-72.0,-85.0,-87.0,-87.0,,,,,-88.0,-69.0,,,-69.0,,,,-69.0,,,,-89.0,,,,,,,,,,,
547,"point(16,1).json",8.0,0.5,2,67.595184,7,1461865496414,-60.0,-59.0,-60.0,-85.0,-85.0,-75.0,-74.0,-78.0,,-87.0,-87.0,,,,,-89.0,-74.0,,,-74.0,,,,-73.0,,,,,,,,,,,,,,,
548,"point(16,1).json",8.0,0.5,2,67.595184,8,1461865496414,-56.0,-58.0,-57.0,-85.0,-85.0,-79.0,-78.0,-78.0,,,,,,,,-88.0,-67.0,,,-67.0,,,,-67.0,,,,,,,,,,,,,,,
549,"point(16,1).json",8.0,0.5,2,67.595184,9,1461865496414,-58.0,-59.0,-58.0,-85.0,-86.0,-72.0,-71.0,-71.0,-85.0,-88.0,-86.0,,,,,-88.0,-67.0,,,-68.0,,,,-67.0,,,,,,,,,,,,,,,
550,"point(16,1).json",8.0,0.5,2,67.595184,10,1461865496414,-64.0,-64.0,-64.0,-82.0,-87.0,-69.0,-73.0,-70.0,-85.0,-86.0,-87.0,,,,,-88.0,-69.0,,,-69.0,,,,-67.0,,,,,,,,,,,,,,,
551,"point(16,1).json",8.0,0.5,2,67.595184,11,1461865496414,-56.0,-56.0,-56.0,-82.0,-88.0,-75.0,-75.0,-71.0,-88.0,-87.0,-87.0,,,,,-88.0,-64.0,,,-65.0,,,,-65.0,,,,,,-90.0,,,,,,,,,
552,"point(16,1).json",8.0,0.5,2,67.595184,12,1461865496414,-62.0,-62.0,-62.0,-85.0,-84.0,-67.0,-69.0,-68.0,-89.0,-87.0,,,,,,-87.0,-68.0,,,-69.0,,,,-69.0,,,,,,-90.0,,,,,,,,,
553,"point(16,1).json",8.0,0.5,2,67.595184,13,1461865496414,-64.0,-64.0,-64.0,-87.0,-85.0,-68.0,-68.0,-68.0,-87.0,-87.0,-88.0,,,,,-89.0,-69.0,,,-70.0,,,,-68.0,,,,,,,,,,,,,,,
554,"point(16,1).json",8.0,0.5,2,67.595184,14,1461865496414,-65.0,-69.0,-69.0,-86.0,-85.0,-74.0,-75.0,-74.0,-86.0,-87.0,-88.0,,,,,-89.0,-69.0,,,-69.0,,,,-68.0,,,,,,,,,,,,,,,
555,"point(16,1).json",8.0,0.5,2,67.595184,15,1461865496414,-69.0,-70.0,-69.0,-83.0,-85.0,-69.0,-74.0,-74.0,-86.0,-87.0,-87.0,,,,,,-68.0,,,-68.0,,,,-68.0,,,,,,,,,,,,,,,
556,"point(16,1).json",8.0,0.5,2,67.595184,16,1461865496414,-69.0,-68.0,-68.0,-84.0,-84.0,-77.0,-74.0,,-85.0,-86.0,-87.0,,,,,-87.0,-68.0,,,-68.0,,,,-67.0,,,,,,,,,,,,,,,
557,"point(16,1).json",8.0,0.5,2,67.595184,17,1461865496414,-66.0,-66.0,-66.0,-83.0,-84.0,-76.0,,-76.0,-84.0,-87.0,-86.0,,,,,-89.0,-68.0,,,-68.0,,,,-68.0,,,,,,,,,,,,,,,
558,"point(16,1).json",8.0,0.5,2,67.595184,18,1461865496414,-71.0,-72.0,-71.0,-83.0,-84.0,-76.0,,-76.0,-83.0,-87.0,-88.0,,,,,-89.0,-66.0,,,-65.0,,,,-65.0,,,,,,,,,,,,,,,
559,"point(16,1).json",8.0,0.5,2,67.595184,19,1461865496414,-69.0,-69.0,-69.0,-84.0,-81.0,-69.0,-81.0,,-83.0,-87.0,-86.0,,,,,-88.0,-68.0,,,-68.0,,,,-68.0,,,,,,,,,,,,,,,
560,"point(20,1).json",10.0,0.5,2,67.595184,0,1461865628664,-62.0,-62.0,-62.0,-78.0,-78.0,-74.0,-75.0,-72.0,-79.0,-84.0,-88.0,-87.0,,,-87.0,,-69.0,,,-69.0,,,,-69.0,,,,,,,,,,,,,,,
561,"point(20,1).json",10.0,0.5,2,44.82538,1,1461865628664,-61.0,-61.0,-60.0,-87.0,-87.0,-81.0,-82.0,-82.0,-79.0,-87.0,-89.0,-87.0,,,-87.0,,-70.0,,,-70.0,,,,-70.0,,,,,,,,,,,,,,,
562,"point(20,1).json",10.0,0.5,2,44.82538,2,1461865628664,-58.0,-58.0,-58.0,-82.0,-81.0,-71.0,-71.0,-69.0,-81.0,-87.0,-89.0,-88.0,,,-88.0,-87.0,-72.0,,,-72.0,,,,-70.0,,,,,,,,,,,,,,,
563,"point(20,1).json",10.0,0.5,2,44.82538,3,1461865628664,-58.0,-57.0,-58.0,-81.0,-82.0,-72.0,-72.0,-73.0,-81.0,-87.0,-89.0,-88.0,,,-88.0,-87.0,-70.0,,,-70.0,,,,-70.0,,,,,,,,,,,,,,,
564,"point(20,1).json",10.0,0.5,2,44.82538,4,1461865628664,-62.0,-63.0,-62.0,-79.0,-79.0,-72.0,-72.0,-73.0,-81.0,-87.0,-87.0,-90.0,,,-89.0,-86.0,-68.0,,,-68.0,,,,-69.0,,,,,,,,,,,,,,,
565,"point(20,1).json",10.0,0.5,2,44.82538,5,1461865628664,-53.0,-53.0,-53.0,-82.0,-82.0,-70.0,-72.0,-72.0,-80.0,-86.0,-87.0,-90.0,,,-89.0,-86.0,-70.0,,,-70.0,,,,-70.0,,,,,,,,,,,,,,,
566,"point(20,1).json",10.0,0.5,2,44.82538,6,1461865628664,-54.0,-54.0,-55.0,-80.0,-80.0,-72.0,-72.0,-72.0,-80.0,-86.0,-86.0,,-90.0,,,,-71.0,,,-70.0,,,,-70.0,,,,,,,,,,,,,,,
567,"point(20,1).json",10.0,0.5,2,44.82538,7,1461865628664,-54.0,-55.0,-55.0,-81.0,-81.0,-72.0,-70.0,-71.0,-80.0,-86.0,-86.0,-89.0,-90.0,,-88.0,,-70.0,,,-70.0,,,,-70.0,,,,,,,,,,,,,,,
568,"point(20,1).json",10.0,0.5,2,44.82538,8,1461865628664,-55.0,-55.0,-56.0,-82.0,-83.0,-69.0,-72.0,-73.0,-79.0,,-88.0,-90.0,-88.0,,-86.0,,-71.0,,,-71.0,,,,-71.0,,,,,,,,,,,,,,,
569,"point(20,1).json",10.0,0.5,2,44.82538,9,1461865628664,-56.0,-57.0,-57.0,-80.0,-80.0,-75.0,-73.0,-74.0,-80.0,-85.0,-86.0,-89.0,-88.0,,-88.0,-86.0,-71.0,,,-71.0,,,,-70.0,,,,,,,,,,,,,,,
570,"point(20,1).json",10.0,0.5,2,44.82538,10,1461865628664,-63.0,-67.0,-67.0,-83.0,-84.0,-68.0,-70.0,-71.0,-83.0,-86.0,-86.0,-88.0,,,-88.0,-86.0,-66.0,,,-67.0,,,,-68.0,,,,,,,,,,,,,,,
571,"point(20,1).json",10.0,0.5,2,44.82538,11,1461865628664,-56.0,-56.0,-56.0,-83.0,-84.0,-72.0,-71.0,-70.0,-80.0,-86.0,-87.0,-90.0,,,-90.0,-87.0,-68.0,,,-68.0,,,,-68.0,,,,,,,,,,,,,,,
572,"point(20,1).json",10.0,0.5,2,44.82538,12,1461865628664,-55.0,-55.0,-55.0,-80.0,-81.0,-70.0,-70.0,-70.0,-80.0,-85.0,-85.0,-90.0,,,-88.0,-87.0,-67.0,,,-68.0,,,,-68.0,,,,,,,,,,,,,,,
573,"point(20,1).json",10.0,0.5,2,44.82538,13,1461865628664,-54.0,-53.0,-53.0,-79.0,-80.0,-73.0,-75.0,-70.0,-79.0,-85.0,-85.0,-88.0,-88.0,,-88.0,-87.0,-68.0,,,-68.0,,,,-68.0,,,,,,,,,,,,,,,
574,"point(20,1).json",10.0,0.5,2,44.82538,14,1461865628664,-61.0,-61.0,-61.0,-79.0,-78.0,-67.0,-67.0,-69.0,-78.0,,,-88.0,-88.0,,,-87.0,-69.0,,,-67.0,,,,-67.0,,,,,,,,,,,,,,,
575,"point(20,1).json",10.0,0.5,2,44.82538,15,1461865628664,-62.0,-62.0,-62.0,-80.0,-80.0,-67.0,-69.0,-70.0,-81.0,-86.0,-86.0,-89.0,,,-88.0,-86.0,-68.0,,,-68.0,,,,-68.0,,,,,,,,,,,,,,,
576,"point(20,1).json",10.0,0.5,2,44.82538,16,1461865628664,-62.0,-62.0,-62.0,-80.0,-80.0,-71.0,-71.0,-71.0,-81.0,-85.0,-86.0,-89.0,,,-88.0,-86.0,-68.0,,,-68.0,,,,-68.0,,,,,,,,,,,,,,,
577,"point(20,1).json",10.0,0.5,2,44.82538,17,1461865628664,-54.0,-55.0,-55.0,-81.0,-81.0,-71.0,-83.0,-71.0,-83.0,-88.0,-86.0,,,,-87.0,-85.0,-69.0,,,-69.0,,,,-69.0,,,,,,,,,,,,,,,
578,"point(20,1).json",10.0,0.5,2,44.82538,18,1461865628664,-55.0,-56.0,-56.0,-79.0,-80.0,-70.0,-70.0,-71.0,-83.0,-84.0,-86.0,-90.0,,,-88.0,-85.0,-66.0,,,-67.0,,,,-66.0,,,,,,,,,,,,,,,
579,"point(20,1).json",10.0,0.5,2,44.82538,19,1461865628664,-56.0,-56.0,-56.0,-81.0,-80.0,-72.0,-71.0,-72.0,,-84.0,-86.0,-88.0,,,-88.0,,-67.0,,,-67.0,,,,-66.0,,,,,,,,,,,,,,,
580,"point(24,1).json",12.0,0.5,2,37.671387,0,1461865739703,-72.0,-72.0,-71.0,-77.0,-78.0,-71.0,-71.0,-71.0,-77.0,-83.0,-82.0,-89.0,,,-89.0,-82.0,-75.0,,,-75.0,,,,-75.0,,,,,,,,,,,,,,,
581,"point(24,1).json",12.0,0.5,2,37.671387,1,1461865739703,-53.0,-54.0,-53.0,-74.0,-75.0,-69.0,-72.0,-68.0,-74.0,-83.0,-83.0,-89.0,-86.0,,-88.0,-85.0,-70.0,,,-71.0,,,,-72.0,,,,,,,,,,,,,,,
582,"point(24,1).json",12.0,0.5,2,37.671387,2,1461865739703,-56.0,-56.0,-56.0,-74.0,-74.0,-70.0,-70.0,-70.0,-74.0,-84.0,-84.0,-88.0,-86.0,,-87.0,-82.0,-73.0,,,-78.0,,,,-73.0,,,,,,,,,,,,,,,
583,"point(24,1).json",12.0,0.5,2,37.671387,3,1461865739703,-54.0,-54.0,-54.0,-76.0,-76.0,-77.0,-76.0,-76.0,-76.0,-84.0,-86.0,-88.0,,,-85.0,-85.0,-76.0,,,-76.0,,,,-76.0,,,,,,,,,,,,,,,
584,"point(24,1).json",12.0,0.5,2,37.671387,4,1461865739703,-56.0,-56.0,-56.0,-74.0,-74.0,-72.0,-70.0,-72.0,-74.0,-84.0,-85.0,-85.0,-88.0,,-85.0,-85.0,-77.0,,,-76.0,,,,-76.0,,,,,,,,,,,,,,,
585,"point(24,1).json",12.0,0.5,2,37.671387,5,1461865739703,-56.0,-59.0,-58.0,-75.0,-75.0,-75.0,-76.0,-75.0,-75.0,-85.0,-84.0,-87.0,-88.0,,-88.0,-85.0,-76.0,,,-76.0,,,,-75.0,,,,,,,,,,,,,,,
586,"point(24,1).json",12.0,0.5,2,37.671387,6,1461865739703,-55.0,-55.0,-56.0,-74.0,-74.0,-71.0,-78.0,-72.0,-74.0,-85.0,-86.0,-87.0,,,-87.0,-85.0,-78.0,,,-76.0,,,,-80.0,,,,,,,,,,,,,,,
587,"point(24,1).json",12.0,0.5,2,37.671387,7,1461865739703,-55.0,-55.0,-55.0,-74.0,-74.0,-73.0,-72.0,-81.0,-73.0,-85.0,-87.0,-85.0,,,-88.0,-87.0,-76.0,,,-77.0,,,,-75.0,,,,,,,,,,,,,,,
588,"point(24,1).json",12.0,0.5,2,37.671387,8,1461865739703,-58.0,-58.0,-58.0,-74.0,-74.0,-69.0,-70.0,-69.0,-74.0,-86.0,-86.0,-88.0,,,-88.0,-85.0,-76.0,,,-76.0,,,,-76.0,,,,,,,,,,,,,,,
589,"point(24,1).json",12.0,0.5,2,37.671387,9,1461865739703,-55.0,-55.0,-54.0,-74.0,-74.0,-71.0,-71.0,-71.0,-74.0,-85.0,-86.0,-88.0,,,-88.0,-84.0,-75.0,,,-75.0,,,,-75.0,,,,,,-90.0,,,,,,,,,
590,"point(24,1).json",12.0,0.5,2,37.671387,10,1461865739703,-54.0,-54.0,-54.0,-73.0,-74.0,-72.0,-71.0,-71.0,-73.0,-86.0,-83.0,-88.0,,,-90.0,-84.0,-81.0,,,-81.0,,,,-81.0,,,,,,-90.0,,,,,,,,,
591,"point(24,1).json",12.0,0.5,2,37.671387,11,1461865739703,-55.0,-55.0,-55.0,-76.0,-76.0,-71.0,-71.0,-71.0,-73.0,-86.0,-85.0,-89.0,,,-86.0,,-73.0,,,-74.0,,,,-74.0,,,,,,-91.0,,,,,,,,,
592,"point(24,1).json",12.0,0.5,2,37.671387,12,1461865739703,-56.0,-56.0,-56.0,-74.0,-74.0,-72.0,-71.0,-71.0,-72.0,-85.0,-85.0,-86.0,,,-86.0,-86.0,-83.0,,,-73.0,,,,-72.0,,,,,,-91.0,,,,,,,,,
