,filename,x,y,floor,orientation,sample_id,timestamp,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:15:f9:6c:7a:e2,00:12:da:9e:32:31,00:12:da:9e:32:32,00:15:f9:6c:7d:72,00:15:f9:6c:7d:71,00:15:f9:6c:7d:70,00:12:da:9e:32:30,00:11:21:66:75:82,00:11:21:66:75:81,00:11:21:6c:4e:72,00:11:21:6c:4e:70,00:11:21:6c:50:e2,00:11:21:6c:4e:71,00:11:21:66:75:80,00:15:f9:6c:7a:d2,00:15:f9:6c:7d:22,00:15:f9:6c:7d:20,00:15:f9:6c:7a:d1,00:11:21:6c:50:e1,00:15:f9:6c:7d:21,00:11:21:6c:50:e0,00:15:f9:6c:7a:d0,00:0f:60:06:71:2e,00:17:df:7d:70:51,00:17:df:7d:70:52,00:17:df:7d:70:50,88:e3:ab:11:f4:ee,00:12:80:17:ac:ae,00:1b:fc:22:43:4e,00:12:43:f1:c4:40,30:8d:99:64:aa:8d,b0:5b:67:c2:a0:16,00:12:43:f1:c4:42,00:12:43:f1:c4:41,bc:14:01:9c:37:08,bc:14:01:9c:37:09,00:12:da:9e:31:91
0,"altPoint(0,1).json",0.0,0.5,2,224.16597,0,1461872264490,-62.0,-62.0,-62.0,,,-87.0,-80.0,-87.0,,,,,,,,,-71.0,,,-71.0,,,,-70.0,,-86.0,-84.0,-86.0,,,,,,,,,,,
1,"altPoint(0,1).json",0.0,0.5,2,224.16597,1,1461872264490,-55.0,-56.0,-56.0,,,-87.0,-84.0,-87.0,,,-86.0,,,,,-88.0,-71.0,,,-72.0,,,,-72.0,,-86.0,-85.0,-86.0,-88.0,,,,,,,,,,
2,"altPoint(0,1).json",0.0,0.5,2,224.16597,2,1461872264490,-55.0,-55.0,-55.0,,,-86.0,-82.0,,,-87.0,-85.0,,,,,-88.0,-71.0,,,-71.0,,,,-71.0,,-87.0,-86.0,-85.0,-88.0,,,,,,,,,,
3,"altPoint(0,1).json",0.0,0.5,2,224.16597,3,1461872264490,-55.0,-56.0,-56.0,,,-86.0,-80.0,-81.0,,-87.0,-88.0,,,,,-86.0,-70.0,,,-70.0,,,,-70.0,,-86.0,-84.0,-86.0,-90.0,,,,,,,,,,
4,"altPoint(0,1).json",0.0,0.5,2,224.16597,4,1461872264490,-55.0,-55.0,-55.0,,,-87.0,-84.0,-81.0,,-86.0,-87.0,,,,,-86.0,-69.0,,,-70.0,,,,-70.0,,-84.0,-86.0,-85.0,-90.0,,,,,,,,,,
5,"altPoint(0,1).json",0.0,0.5,2,224.16597,5,1461872264490,-56.0,-56.0,-56.0,,,-87.0,-86.0,,,-86.0,-88.0,,,,,-86.0,-70.0,,,-70.0,,,,-70.0,,-83.0,-86.0,-85.0,-90.0,,,,,,,,,,
6,"altPoint(0,1).json",0.0,0.5,2,224.16597,6,1461872264490,-56.0,-57.0,-56.0,,,-81.0,-82.0,-85.0,,-87.0,-88.0,,,,,-86.0,-69.0,,,-69.0,,,,-69.0,,-86.0,-85.0,-86.0,-89.0,,,,,,,,,,
7,"altPoint(0,1).json",0.0,0.5,2,224.16597,7,1461872264490,-56.0,-55.0,-55.0,,,-81.0,-84.0,-86.0,,-86.0,-86.0,,,,,-87.0,-70.0,,,-70.0,,,,-69.0,,-86.0,-87.0,-86.0,-89.0,,,,,,,,,,
8,"altPoint(0,1).json",0.0,0.5,2,224.16597,8,1461872264490,-56.0,-56.0,-55.0,,,-86.0,-84.0,-86.0,,-87.0,-86.0,,,,,-86.0,-69.0,,,-70.0,,,,-70.0,,-87.0,-86.0,-85.0,-89.0,,,,,,,,,,
9,"altPoint(0,1).json",0.0,0.5,2,224.16597,9,1461872264490,-56.0,-56.0,-55.0,,,-86.0,-87.0,,,-87.0,-86.0,,,,,-86.0,-69.0,,,-70.0,,,,-70.0,,-87.0,-86.0,-85.0,-89.0,,,,,,,,,,
10,"altPoint(0,1).json",0.0,0.5,2,224.16597,10,1461872264490,-56.0,-55.0,-56.0,,,,-80.0,,,-87.0,-87.0,,,,,-89.0,-69.0,,,-70.0,,,,-70.0,,-88.0,-84.0,-86.0,-89.0,,,,,,,,,,
11,"altPoint(0,1).json",0.0,0.5,2,224.16597,11,1461872264490,-54.0,-55.0,-55.0,,,,-84.0,,,-87.0,-87.0,,,,,-89.0,-69.0,,,-71.0,,,,-70.0,,-88.0,-84.0,-86.0,-89.0,,,,,,,,,,
12,"altPoint(0,1).json",0.0,0.5,2,224.16597,12,1461872264490,-54.0,-54.0,-54.0,,,,-87.0,,,,,,,,,,-69.0,,,-69.0,,,,-70.0,,-88.0,-85.0,-86.0,,,,,,,,,,,
13,"altPoint(0,1).json",0.0,0.5,2,224.16597,13,1461872264490,-51.0,-51.0,-52.0,,,,-86.0,,,,-88.0,,,,,-86.0,-76.0,,,-75.0,,,,-76.0,,-85.0,-86.0,-86.0,,,,,,,,,,,
14,"altPoint(0,1).json",0.0,0.5,2,224.16597,14,1461872264490,-62.0,-62.0,-61.0,,,,-83.0,,,-88.0,-88.0,,,,,-87.0,-74.0,,,-73.0,,,,-73.0,,-86.0,-85.0,-84.0,-90.0,,,,,,,,,,
15,"altPoint(0,1).json",0.0,0.5,2,224.16597,15,1461872264490,-53.0,-54.0,-53.0,,,,-87.0,,,-87.0,-89.0,,,,,-86.0,-71.0,,,-71.0,,,,-71.0,,-85.0,-86.0,-86.0,-89.0,,,,,,,,,,
16,"altPoint(0,1).json",0.0,0.5,2,224.16597,16,1461872264490,-57.0,-57.0,-57.0,,,,-84.0,-85.0,,-87.0,-89.0,,,,,-86.0,-69.0,,,-69.0,,,,-69.0,,-86.0,-86.0,-87.0,-89.0,,,,,,,,,,
17,"altPoint(0,1).json",0.0,0.5,2,224.16597,17,1461872264490,-56.0,-56.0,-56.0,,,,-85.0,-86.0,,-85.0,-86.0,,,,,-87.0,-70.0,,,-71.0,,,,-70.0,,-86.0,-87.0,-88.0,,,,,,,,,,,
18,"altPoint(0,1).json",0.0,0.5,2,224.16597,18,1461872264490,-56.0,-55.0,-56.0,,,-84.0,-83.0,-86.0,,-87.0,-88.0,,,,,-87.0,-70.0,,,-70.0,,,,-70.0,,-85.0,-85.0,-87.0,-90.0,,,,,,,,,,
19,"altPoint(0,1).json",0.0,0.5,2,224.16597,19,1461872264490,-54.0,-55.0,-54.0,-87.0,-86.0,-76.0,-80.0,-76.0,,-86.0,-86.0,,,,,-87.0,-69.0,,,-68.0,,,,-69.0,,-85.0,-85.0,-85.0,-90.0,,,,,,,,,,
20,"altPoint(12,1).json",6.0,0.5,2,228.60037,0,1461871921533,-43.0,-43.0,-43.0,-82.0,-82.0,,-74.0,-83.0,-82.0,,,,,,,,-64.0,,,-65.0,,,,-64.0,,,,,-87.0,,,,,,,,,,
21,"altPoint(12,1).json",6.0,0.5,2,228.60037,1,1461871921533,-43.0,-43.0,-43.0,-81.0,-81.0,-75.0,-75.0,-76.0,-82.0,-87.0,,,,,,-84.0,-64.0,,,-64.0,,,,-63.0,,,,,-88.0,,,,,,,,,,
22,"altPoint(12,1).json",6.0,0.5,2,228.60037,2,1461871921533,-42.0,-41.0,-42.0,-80.0,-78.0,-73.0,-70.0,-76.0,-80.0,-87.0,-85.0,,,,,-85.0,-63.0,,,-61.0,,,,-62.0,,,,,-88.0,,,,,,,,,,
23,"altPoint(12,1).json",6.0,0.5,2,228.60037,3,1461871921533,-42.0,-42.0,-40.0,-78.0,-79.0,-75.0,-75.0,-70.0,-79.0,-85.0,-86.0,,,,,-87.0,-68.0,,,-68.0,,,,-67.0,,,,,,,,,,,,,,,
24,"altPoint(12,1).json",6.0,0.5,2,228.60037,4,1461871921533,-43.0,-44.0,-43.0,-82.0,-80.0,-71.0,-65.0,-70.0,-81.0,-85.0,-86.0,,,,,-87.0,-63.0,,,-63.0,,,,-64.0,,,,,-88.0,,,,,,,,,,
25,"altPoint(12,1).json",6.0,0.5,2,228.60037,5,1461871921533,-43.0,-43.0,-43.0,-81.0,-81.0,-67.0,-67.0,-67.0,-82.0,,-87.0,,,,,-87.0,-64.0,,,-64.0,,,,-63.0,,,,,-86.0,,,,,,,,,,
26,"altPoint(12,1).json",6.0,0.5,2,228.60037,6,1461871921533,-38.0,-38.0,-38.0,-85.0,-85.0,-70.0,-69.0,-68.0,-83.0,-83.0,-85.0,,,,,-87.0,-64.0,,,-64.0,,,,-64.0,,,,,-89.0,,,,,,,,,,
27,"altPoint(12,1).json",6.0,0.5,2,228.60037,7,1461871921533,-42.0,-42.0,-43.0,-83.0,-83.0,-71.0,-69.0,-70.0,-84.0,-83.0,-84.0,,,,,-88.0,-67.0,,,-69.0,,,,-68.0,,,,,-87.0,,,,,,,,,,
28,"altPoint(12,1).json",6.0,0.5,2,228.60037,8,1461871921533,-43.0,-42.0,-42.0,-82.0,-82.0,-66.0,-68.0,-67.0,-82.0,-86.0,-84.0,,,,,-88.0,-64.0,,,-64.0,,,,-64.0,,,,,-89.0,,,,,,,,,,
29,"altPoint(12,1).json",6.0,0.5,2,228.60037,9,1461871921533,-44.0,-43.0,-44.0,-80.0,-80.0,-69.0,-67.0,-71.0,-81.0,-86.0,,,,,,,-63.0,,,-62.0,,,,-63.0,,,,,-89.0,,,,,,,,,,
30,"altPoint(12,1).json",6.0,0.5,2,228.60037,10,1461871921533,-41.0,-41.0,-42.0,-80.0,-80.0,-68.0,-68.0,-68.0,-80.0,,,,,,,,-68.0,,,-70.0,,,,-71.0,,,,,-89.0,,,,,,,,,,
31,"altPoint(12,1).json",6.0,0.5,2,228.60037,11,1461871921533,-44.0,-44.0,-44.0,-80.0,-80.0,-66.0,-68.0,-66.0,-78.0,,-87.0,,,,,,-64.0,,,-64.0,,,,-64.0,,,,,-89.0,,,,,,,,,,
32,"altPoint(12,1).json",6.0,0.5,2,228.60037,12,1461871921533,-43.0,-43.0,-44.0,-81.0,-82.0,-68.0,-70.0,-67.0,-81.0,-87.0,-87.0,,,,,-88.0,-63.0,,,-63.0,,,,-63.0,,,,,-89.0,,,,,,,,,,
33,"altPoint(12,1).json",6.0,0.5,2,228.60037,13,1461871921533,-42.0,-42.0,-42.0,-81.0,-82.0,-67.0,-69.0,-67.0,-81.0,-87.0,-84.0,,,,,-88.0,-65.0,,,-64.0,,,,-64.0,,,,,-89.0,,,,,,,,,,
34,"altPoint(12,1).json",6.0,0.5,2,228.60037,14,1461871921533,-40.0,-42.0,-42.0,-81.0,-80.0,-67.0,-70.0,-70.0,-80.0,-85.0,-87.0,,,,,-87.0,-59.0,,,-58.0,,,,-58.0,,,,,-85.0,,,,,,,,,,
35,"altPoint(12,1).json",6.0,0.5,2,228.60037,15,1461871921533,-43.0,-43.0,-43.0,-82.0,-81.0,-70.0,-70.0,-70.0,-80.0,-87.0,-87.0,,,,,-87.0,-63.0,,,-63.0,,,,-63.0,,,,,-88.0,,,,,,,,,,
36,"altPoint(12,1).json",6.0,0.5,2,228.60037,16,1461871921533,-43.0,-43.0,-43.0,-82.0,-84.0,-67.0,-69.0,-66.0,-82.0,-87.0,-88.0,,,,,-83.0,-63.0,,,-63.0,,,,-62.0,,,,,-89.0,,,,,,,,,,
37,"altPoint(12,1).json",6.0,0.5,2,228.60037,17,1461871921533,-43.0,-43.0,-43.0,-82.0,-83.0,-68.0,-68.0,-69.0,-82.0,-84.0,-84.0,,,,,-87.0,-62.0,,,-63.0,,,,-63.0,,,,,-89.0,,,,,,,,,,
38,"altPoint(12,1).json",6.0,0.5,2,228.60037,18,1461871921533,-43.0,-43.0,-43.0,-83.0,-83.0,-70.0,-70.0,-69.0,-86.0,-84.0,-85.0,,,,,-87.0,-62.0,,,-62.0,,,,-62.0,,,,,-90.0,,,,,,,,,,
39,"altPoint(12,1).json",6.0,0.5,2,228.60037,19,1461871921533,-42.0,-43.0,-42.0,-80.0,-81.0,-64.0,-67.0,-65.0,-81.0,-89.0,-84.0,,,,,-87.0,-63.0,,,-63.0,,,,-63.0,,,,,-88.0,,,,,,,,,,
40,"altPoint(16,1).json",8.0,0.5,2,258.81372,0,1461871809162,-50.0,-50.0,-50.0,-75.0,-75.0,-75.0,-71.0,-69.0,-83.0,-83.0,-83.0,,,,,-80.0,-65.0,,,-65.0,,,,-65.0,,,,,-88.0,,,,,,,,,,
41,"altPoint(16,1).json",8.0,0.5,2,258.81372,1,1461871809162,-49.0,-48.0,-49.0,-76.0,-78.0,-70.0,-71.0,-73.0,-74.0,-83.0,-79.0,,,,,,-64.0,,,-64.0,,,,-63.0,,,,,-89.0,,,,,,,,,,
42,"altPoint(16,1).json",8.0,0.5,2,258.81372,2,1461871809162,-49.0,-50.0,-49.0,-77.0,-77.0,-75.0,-75.0,-73.0,-77.0,-83.0,-80.0,,,,,-86.0,-65.0,,,-64.0,,,,-65.0,,,,,-89.0,,,,,,,,,,
43,"altPoint(16,1).json",8.0,0.5,2,258.81372,3,1461871809162,-50.0,-50.0,-50.0,-76.0,-74.0,-81.0,-83.0,-82.0,-75.0,-82.0,-78.0,,,,,-86.0,-63.0,,,-64.0,,,,-63.0,,,,,-89.0,,,,,,,,,,
44,"altPoint(16,1).json",8.0,0.5,2,258.81372,4,1461871809162,-50.0,-49.0,-49.0,-76.0,-75.0,-74.0,-71.0,-82.0,-82.0,-78.0,-80.0,,,,,-80.0,-63.0,,,-63.0,,,,-63.0,,,,,-89.0,,,,,,,,,,
45,"altPoint(16,1).json",8.0,0.5,2,258.81372,5,1461871809162,-50.0,-50.0,-49.0,-74.0,-75.0,-83.0,-80.0,,-75.0,-81.0,-80.0,,,,,-80.0,-63.0,,,-63.0,,,,-63.0,,,,,-92.0,,,,,,,,,,
46,"altPoint(16,1).json",8.0,0.5,2,258.81372,6,1461871809162,-50.0,-50.0,-50.0,-75.0,-75.0,-80.0,-80.0,-80.0,-76.0,-86.0,-82.0,,,,,-81.0,-63.0,,,-63.0,,,,-63.0,,,,,-88.0,,,,,,,,,,
47,"altPoint(16,1).json",8.0,0.5,2,258.81372,7,1461871809162,-50.0,-50.0,-50.0,-75.0,-74.0,-82.0,-80.0,-80.0,-75.0,-82.0,-82.0,,,,,-77.0,-63.0,,,-63.0,,,,-64.0,,,,,-90.0,,,,,,,,,,
48,"altPoint(16,1).json",8.0,0.5,2,258.81372,8,1461871809162,-50.0,-50.0,-50.0,-75.0,-76.0,-79.0,-80.0,-80.0,-76.0,-82.0,-81.0,,,,,-81.0,-63.0,,,-63.0,,,,-63.0,,,,,-89.0,,,,,,,,,,
49,"altPoint(16,1).json",8.0,0.5,2,258.81372,9,1461871809162,-58.0,-58.0,-58.0,-75.0,-75.0,-80.0,-80.0,-80.0,-75.0,-81.0,-78.0,,,,,-86.0,-63.0,,,-63.0,,,,-63.0,,,,,-89.0,,,,,,,,,,
50,"altPoint(16,1).json",8.0,0.5,2,258.81372,10,1461871809162,-57.0,-57.0,-58.0,-75.0,-75.0,-81.0,-77.0,-80.0,-75.0,-81.0,-81.0,,,,,-85.0,-63.0,,,-63.0,,,,-63.0,,,,,-89.0,,,,,,,,,,
51,"altPoint(16,1).json",8.0,0.5,2,258.81372,11,1461871809162,-58.0,-57.0,-57.0,-76.0,-76.0,-78.0,-79.0,-80.0,-76.0,-82.0,-80.0,,,,,-82.0,-63.0,,,-63.0,,,,-63.0,,,,,,,,,,,,,,,
52,"altPoint(16,1).json",8.0,0.5,2,258.81372,12,1461871809162,-58.0,-58.0,-58.0,-75.0,-75.0,-82.0,-82.0,-82.0,-75.0,-80.0,-80.0,,,,,-78.0,-63.0,,,-63.0,,,,-63.0,,,,,-88.0,,,,,,,,,,
53,"altPoint(16,1).json",8.0,0.5,2,258.81372,13,1461871809162,-57.0,-57.0,-58.0,-78.0,-77.0,-71.0,-71.0,-71.0,-77.0,-81.0,-80.0,,,,,-81.0,-65.0,,,-65.0,,,,-65.0,,,,,-88.0,,,,,,,,,,
54,"altPoint(16,1).json",8.0,0.5,2,258.81372,14,1461871809162,-59.0,-59.0,-59.0,-75.0,-74.0,-78.0,-81.0,-81.0,-80.0,-81.0,-82.0,,,,,-81.0,-63.0,,,-63.0,,,,-63.0,,,,,,,,,,,,,,,
55,"altPoint(16,1).json",8.0,0.5,2,258.81372,15,1461871809162,-56.0,-56.0,-56.0,-74.0,-74.0,-76.0,-85.0,-81.0,-73.0,-81.0,-82.0,,,,,-79.0,-63.0,,,-63.0,,,,-63.0,,,,,-90.0,,,,,,,,,,
56,"altPoint(16,1).json",8.0,0.5,2,258.81372,16,1461871809162,-56.0,-57.0,-57.0,-76.0,-77.0,-77.0,-78.0,-79.0,-76.0,-81.0,-77.0,,,,,-85.0,-67.0,,,-67.0,,,,-67.0,,,,,-90.0,,,,,,,,,,
57,"altPoint(16,1).json",8.0,0.5,2,258.81372,17,1461871809162,-55.0,-55.0,-55.0,-76.0,-75.0,-75.0,-69.0,-78.0,-76.0,-80.0,-84.0,,,,,-81.0,-67.0,,,-67.0,,,,-67.0,,,,,-91.0,,,,,,,,,,
58,"altPoint(16,1).json",8.0,0.5,2,258.81372,18,1461871809162,-55.0,-54.0,-55.0,-79.0,-79.0,-75.0,-73.0,-74.0,-80.0,-80.0,-80.0,,,,,-80.0,-66.0,,,-66.0,,,,-66.0,,,,,-91.0,,,,,,,,,,
59,"altPoint(16,1).json",8.0,0.5,2,258.81372,19,1461871809162,-56.0,-54.0,-55.0,-77.0,-77.0,-77.0,-77.0,-74.0,-81.0,-81.0,-87.0,,,,,-83.0,-68.0,,,-68.0,,,,-67.0,,,,,-89.0,,,,,,,,,,
60,"altPoint(20,1).json",10.0,0.5,2,227.39528,0,1461871681077,-55.0,-55.0,-55.0,-77.0,-76.0,-77.0,-75.0,-74.0,-76.0,-83.0,-85.0,,,,,,-67.0,,,-67.0,,,,-67.0,,,,,-88.0,,,,,,,,,,
61,"altPoint(20,1).json",10.0,0.5,2,236.80002,1,1461871681077,-58.0,-58.0,-58.0,-78.0,-80.0,-71.0,-72.0,-69.0,-78.0,-83.0,-85.0,,,,,,-66.0,,,-66.0,,,,-66.0,,,,,-88.0,,,,,,,,,,
62,"altPoint(20,1).json",10.0,0.5,2,236.80002,2,1461871681077,-56.0,-56.0,-56.0,-86.0,-80.0,-67.0,-71.0,-71.0,-77.0,-86.0,-86.0,-88.0,,,-88.0,-88.0,-68.0,,,-68.0,,,,-68.0,,,,,-88.0,,,,,,,,,,
63,"altPoint(20,1).json",10.0,0.5,2,236.80002,3,1461871681077,-55.0,-56.0,-56.0,-79.0,-78.0,-71.0,-68.0,-73.0,-78.0,-88.0,-85.0,-88.0,,,-88.0,-85.0,-65.0,,,-65.0,,,,-65.0,,,,,-87.0,-89.0,,,,,,,,,
64,"altPoint(20,1).json",10.0,0.5,2,236.80002,4,1461871681077,-57.0,-57.0,-57.0,-78.0,-79.0,-73.0,-71.0,-71.0,-79.0,-87.0,-85.0,,,,,-85.0,-71.0,,,-73.0,,,,-73.0,,,,,-88.0,-89.0,,,,,,,,,
65,"altPoint(20,1).json",10.0,0.5,2,236.80002,5,1461871681077,-57.0,-57.0,-56.0,-78.0,-79.0,-73.0,-71.0,-72.0,-85.0,-87.0,-85.0,,,,,-85.0,-71.0,,,-70.0,,,,-70.0,,,,,-90.0,,,,,,,,,,
66,"altPoint(20,1).json",10.0,0.5,2,236.80002,6,1461871681077,-57.0,-56.0,-57.0,-78.0,-78.0,-69.0,-69.0,-70.0,-78.0,-87.0,-87.0,,,,,-85.0,-71.0,,,-69.0,,,,-67.0,,,,,-88.0,,,,,,,,,,
67,"altPoint(20,1).json",10.0,0.5,2,236.80002,7,1461871681077,-55.0,-55.0,-55.0,-79.0,-77.0,-69.0,-70.0,-71.0,-78.0,-87.0,-88.0,-89.0,,,,-87.0,-71.0,,,-70.0,,,,-70.0,,,,,-89.0,-90.0,,,,,,,,,
68,"altPoint(20,1).json",10.0,0.5,2,236.80002,8,1461871681077,-56.0,-56.0,-55.0,-79.0,-80.0,-73.0,-70.0,-72.0,-79.0,-87.0,-87.0,-89.0,,,,-85.0,-72.0,,,-72.0,,,,-70.0,,,,,-88.0,-90.0,,,,,,,,,
69,"altPoint(20,1).json",10.0,0.5,2,236.80002,9,1461871681077,-56.0,-56.0,-56.0,-78.0,-79.0,-72.0,-70.0,-69.0,-79.0,-83.0,-88.0,-88.0,,,-88.0,-88.0,-70.0,,,-71.0,,,,-71.0,,,,,-89.0,,,,,,,,,,
70,"altPoint(20,1).json",10.0,0.5,2,236.80002,10,1461871681077,-57.0,-57.0,-57.0,-80.0,-79.0,-75.0,-68.0,-76.0,-79.0,-88.0,-87.0,-88.0,,,-88.0,-88.0,-68.0,,,-68.0,,,,-68.0,,,,,-89.0,,,,,,,,,,
71,"altPoint(20,1).json",10.0,0.5,2,236.80002,11,1461871681077,-56.0,-56.0,-56.0,-80.0,-79.0,-72.0,-71.0,-72.0,-79.0,-87.0,-87.0,,,,,-86.0,-68.0,,,-71.0,,,,-71.0,,,,,-88.0,,,,,,,,,,
72,"altPoint(20,1).json",10.0,0.5,2,236.80002,12,1461871681077,-56.0,-56.0,-56.0,-78.0,-78.0,-68.0,-68.0,-68.0,-80.0,-87.0,-87.0,-90.0,,,,-85.0,-68.0,,,-71.0,,,,-71.0,,,,,-88.0,,,,,,,,,,
73,"altPoint(20,1).json",10.0,0.5,2,236.80002,13,1461871681077,-56.0,-56.0,-56.0,-79.0,-78.0,-72.0,-68.0,-68.0,-78.0,-88.0,-89.0,-90.0,,,,-88.0,-71.0,,,-71.0,,,,-70.0,,,,,-89.0,,,,,,,,,,
74,"altPoint(20,1).json",10.0,0.5,2,236.80002,14,1461871681077,-56.0,-56.0,-56.0,-77.0,-77.0,-71.0,-73.0,-73.0,-79.0,-88.0,-86.0,-90.0,,,,-85.0,-71.0,,,-71.0,,,,-71.0,,,,,-90.0,,,,,,,,,,
75,"altPoint(20,1).json",10.0,0.5,2,236.80002,15,1461871681077,-56.0,-56.0,-57.0,-78.0,-80.0,-72.0,-70.0,-73.0,-78.0,-85.0,-86.0,-89.0,,,-87.0,-85.0,-68.0,,,-68.0,,,,-70.0,,,,,-87.0,,,,,,,,,,
76,"altPoint(20,1).json",10.0,0.5,2,236.80002,16,1461871681077,-56.0,-56.0,-56.0,-78.0,-78.0,-72.0,-70.0,-72.0,-79.0,-85.0,-86.0,-90.0,-89.0,,-89.0,,-70.0,,,-68.0,,,,-68.0,,,,,-89.0,,,,,,,,,,
77,"altPoint(20,1).json",10.0,0.5,2,236.80002,17,1461871681077,-56.0,-56.0,-56.0,-80.0,-79.0,-73.0,-72.0,-69.0,-84.0,-85.0,-88.0,-88.0,-89.0,,-89.0,-88.0,-71.0,,,-71.0,,,,-71.0,,,,,-89.0,,,,,,,,,,
78,"altPoint(20,1).json",10.0,0.5,2,236.80002,18,1461871681077,-56.0,-56.0,-56.0,-77.0,-77.0,-68.0,-72.0,-73.0,-77.0,-85.0,-88.0,-88.0,,,-89.0,-86.0,-70.0,,,-71.0,,,,-69.0,,,,,-89.0,,,,,,,,,,
79,"altPoint(20,1).json",10.0,0.5,2,236.80002,19,1461871681077,-56.0,-56.0,-56.0,-78.0,-77.0,-68.0,-70.0,-72.0,-76.0,-86.0,-85.0,-88.0,,,-89.0,-85.0,-70.0,,,-71.0,,,,-70.0,,,,,-89.0,-90.0,,,,,,,,,
80,"altPoint(24,1).json",12.0,0.5,2,227.39528,0,1461871560348,-63.0,-64.0,-64.0,-74.0,-71.0,-66.0,-67.0,-67.0,-70.0,-78.0,-77.0,-86.0,-87.0,,-88.0,-77.0,-75.0,,,-75.0,,,,-74.0,,,,,,,,,,,,,,,
81,"altPoint(24,1).json",12.0,0.5,2,227.39528,1,1461871560348,-60.0,-60.0,-59.0,-80.0,-81.0,-67.0,-69.0,-70.0,-70.0,-77.0,-77.0,-87.0,-87.0,,-88.0,-85.0,-69.0,,,-69.0,,-90.0,,-69.0,,,,,,,,,,,,,,,
82,"altPoint(24,1).json",12.0,0.5,2,227.39528,2,1461871560348,-62.0,-61.0,-62.0,-69.0,-69.0,-65.0,-66.0,-65.0,-69.0,-76.0,-76.0,-86.0,-88.0,,-89.0,-77.0,-71.0,,,-71.0,,-90.0,,-71.0,,,,,,,,,,,,,,,
83,"altPoint(24,1).json",12.0,0.5,2,227.39528,3,1461871560348,-59.0,-61.0,-61.0,-69.0,-69.0,-67.0,-68.0,-66.0,-70.0,-78.0,-76.0,-86.0,-88.0,,-89.0,-79.0,-71.0,,,-70.0,,,,-71.0,,,,,,,,,,,,,,,
84,"altPoint(24,1).json",12.0,0.5,2,227.39528,4,1461871560348,-59.0,-60.0,-59.0,-69.0,-70.0,-66.0,-66.0,-67.0,-70.0,-75.0,-78.0,-86.0,,,-88.0,-79.0,-69.0,,,-72.0,,,,-86.0,,,,,,,,,,,,,,,
85,"altPoint(24,1).json",12.0,0.5,2,227.39528,5,1461871560348,-60.0,-61.0,-60.0,-70.0,-69.0,-66.0,-66.0,-66.0,-70.0,-75.0,-76.0,-86.0,,,-88.0,-76.0,-70.0,,,-70.0,,,,-70.0,,,,,,,,,,,,,,,
86,"altPoint(24,1).json",12.0,0.5,2,227.39528,6,1461871560348,-60.0,-61.0,-59.0,-68.0,-70.0,-68.0,-67.0,-66.0,-70.0,-76.0,-76.0,-86.0,-87.0,,-87.0,-78.0,-70.0,,,-68.0,,,,-70.0,,,,,,,,,,,,,,,
87,"altPoint(24,1).json",12.0,0.5,2,227.39528,7,1461871560348,-60.0,-61.0,-59.0,-69.0,-70.0,-67.0,-68.0,-68.0,-70.0,-77.0,-76.0,-86.0,-87.0,,-89.0,-75.0,-70.0,,,-70.0,,,,-70.0,,,,,,,,,,,,,,,
88,"altPoint(24,1).json",12.0,0.5,2,227.39528,8,1461871560348,-61.0,-59.0,-59.0,-69.0,-69.0,-67.0,-67.0,-66.0,-70.0,-77.0,-75.0,-84.0,,,-85.0,-75.0,-70.0,,,-70.0,,,,-69.0,,,,,,,,,,,,,,,
89,"altPoint(24,1).json",12.0,0.5,2,227.39528,9,1461871560348,-60.0,-60.0,-60.0,-70.0,-70.0,-68.0,-68.0,-67.0,-70.0,-76.0,-76.0,-86.0,-87.0,,-87.0,-76.0,-69.0,,,-68.0,,,,-70.0,,,,,,,,,,,,,,,
90,"altPoint(24,1).json",12.0,0.5,2,227.39528,10,1461871560348,-59.0,-60.0,-60.0,-70.0,-69.0,-62.0,-68.0,-68.0,-70.0,-75.0,-76.0,-87.0,-87.0,,-85.0,-76.0,-72.0,,,-71.0,,,,-71.0,,,,,,,,,,,,,,,
91,"altPoint(24,1).json",12.0,0.5,2,227.39528,11,1461871560348,-61.0,-60.0,-60.0,-69.0,-69.0,-67.0,-66.0,-66.0,-70.0,-75.0,-76.0,-87.0,,,-85.0,,-68.0,,,-70.0,,,-91.0,-68.0,,,,,,,,,,,,,,,
92,"altPoint(24,1).json",12.0,0.5,2,227.39528,12,1461871560348,-60.0,-60.0,-60.0,-70.0,-70.0,-65.0,-65.0,-65.0,-72.0,-75.0,-76.0,-86.0,,,-86.0,,-67.0,,,-66.0,,,-91.0,-71.0,,,,,,,,,,,,,,,
93,"altPoint(24,1).json",12.0,0.5,2,227.39528,13,1461871560348,-60.0,-60.0,-59.0,-72.0,-72.0,-66.0,-67.0,-66.0,-71.0,-75.0,-68.0,-86.0,,,-86.0,-78.0,-70.0,,,-70.0,,,,-70.0,,,,,,,,,,,,,,,
94,"altPoint(24,1).json",12.0,0.5,2,227.39528,14,1461871560348,-62.0,-62.0,-62.0,-71.0,-70.0,-63.0,-63.0,-63.0,-70.0,-79.0,-68.0,-85.0,,,-86.0,-78.0,-66.0,,,-67.0,,,,-71.0,,,,,,,,,,,,,,,
