,filename,x,y,floor,sample_id,timestamp,00:15:f9:6c:7d:71,00:11:21:6c:4e:72,00:11:21:6c:4e:71,00:15:f9:6c:7d:21,00:11:21:6c:4e:70,00:15:f9:6c:7d:20,00:15:f9:6c:7d:22,00:11:21:6c:50:e1,00:11:21:6c:50:e2,00:15:f9:6c:7d:70,00:15:f9:6c:7d:72,00:11:21:6c:50:e0,00:12:da:9e:32:31,00:12:da:9e:32:30,00:12:da:9e:32:32,00:11:21:66:75:82,00:11:21:66:75:81,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:11:21:66:75:80,00:15:f9:6c:7a:d2,00:15:f9:6c:7a:d1,00:15:f9:6c:7a:e2,00:15:f9:6c:7a:d0,00:17:df:7d:70:51,00:17:df:7d:70:52,00:17:df:7d:70:50,88:e3:ab:11:f4:ee,00:12:80:17:ac:ae,00:0f:60:06:71:2e,00:1b:fc:22:43:4e,00:12:da:9e:31:91,00:12:43:f1:c4:41,00:12:43:f1:c4:40,00:12:43:f1:c4:42,bc:14:01:9c:37:08,bc:14:01:9c:37:09,b0:5b:67:c2:a0:16,30:8d:99:64:aa:8d,error
146,"altPoint(51,22).json",25.5,11.0,2,2,1461869834476,-64.0,-52.0,-52.0,-68.0,-52.0,-68.0,-68.0,-80.0,-79.0,-69.0,-64.0,-80.0,-73.0,-69.0,-70.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
147,"altPoint(51,22).json",25.5,11.0,2,3,1461869834476,-65.0,-52.0,-52.0,-68.0,-52.0,-68.0,-68.0,-78.0,-78.0,-65.0,-65.0,-79.0,-73.0,-72.0,-73.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
148,"altPoint(51,22).json",25.5,11.0,2,4,1461869834476,-67.0,-52.0,-52.0,-67.0,-52.0,-67.0,-67.0,-79.0,-78.0,-64.0,-67.0,-79.0,-74.0,-74.0,-73.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
149,"altPoint(51,22).json",25.5,11.0,2,5,1461869834476,-68.0,-52.0,-53.0,-67.0,-52.0,-67.0,-67.0,-79.0,-79.0,-68.0,-68.0,-79.0,-73.0,-72.0,-73.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
150,"altPoint(51,22).json",25.5,11.0,2,6,1461869834476,-66.0,-53.0,-53.0,-66.0,-53.0,-67.0,-67.0,-78.0,-79.0,-67.0,-67.0,-79.0,-72.0,-71.0,-72.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
151,"altPoint(51,22).json",25.5,11.0,2,7,1461869834476,-67.0,-54.0,-54.0,-67.0,-54.0,-67.0,-66.0,-79.0,-80.0,-67.0,-69.0,-78.0,-71.0,-72.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
152,"altPoint(51,22).json",25.5,11.0,2,8,1461869834476,-68.0,-54.0,-54.0,-67.0,-54.0,-67.0,-67.0,-80.0,-79.0,-68.0,-68.0,-79.0,-72.0,-70.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
153,"altPoint(51,22).json",25.5,11.0,2,9,1461869834476,-68.0,-52.0,-52.0,-67.0,-52.0,-67.0,-67.0,-78.0,-79.0,-68.0,-68.0,-79.0,-73.0,-72.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
154,"altPoint(51,22).json",25.5,11.0,2,10,1461869834476,-68.0,-52.0,-52.0,-67.0,-52.0,-67.0,-67.0,-79.0,-79.0,-67.0,-68.0,-79.0,-72.0,-69.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
155,"altPoint(51,22).json",25.5,11.0,2,11,1461869834476,-67.0,-52.0,-52.0,-67.0,-52.0,-67.0,-67.0,-79.0,-79.0,-68.0,-69.0,-80.0,-72.0,-72.0,-73.0,-100.0,-89.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
156,"altPoint(51,22).json",25.5,11.0,2,12,1461869834476,-67.0,-52.0,-53.0,-67.0,-52.0,-67.0,-67.0,-80.0,-79.0,-69.0,-68.0,-81.0,-71.0,-70.0,-72.0,-89.0,-89.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
157,"altPoint(51,22).json",25.5,11.0,2,13,1461869834476,-68.0,-52.0,-52.0,-67.0,-52.0,-71.0,-67.0,-79.0,-79.0,-67.0,-68.0,-79.0,-71.0,-72.0,-70.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
158,"altPoint(51,22).json",25.5,11.0,2,14,1461869834476,-68.0,-52.0,-52.0,-66.0,-52.0,-67.0,-67.0,-78.0,-80.0,-67.0,-68.0,-79.0,-72.0,-73.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
159,"altPoint(51,22).json",25.5,11.0,2,15,1461869834476,-67.0,-52.0,-52.0,-67.0,-53.0,-67.0,-67.0,-79.0,-79.0,-68.0,-68.0,-79.0,-72.0,-70.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
160,"altPoint(51,22).json",25.5,11.0,2,16,1461869834476,-67.0,-52.0,-52.0,-67.0,-53.0,-67.0,-67.0,-80.0,-79.0,-66.0,-67.0,-80.0,-70.0,-73.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
161,"altPoint(51,22).json",25.5,11.0,2,17,1461869834476,-69.0,-52.0,-52.0,-67.0,-53.0,-67.0,-67.0,-79.0,-79.0,-67.0,-69.0,-80.0,-72.0,-70.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
162,"altPoint(51,22).json",25.5,11.0,2,18,1461869834476,-67.0,-52.0,-52.0,-66.0,-52.0,-67.0,-67.0,-80.0,-80.0,-67.0,-67.0,-79.0,-72.0,-73.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
163,"altPoint(51,22).json",25.5,11.0,2,19,1461869834476,-69.0,-52.0,-52.0,-66.0,-52.0,-67.0,-67.0,-79.0,-79.0,-68.0,-69.0,-79.0,-72.0,-73.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
164,"point(51,22).json",25.5,11.0,2,0,1461867741888,-56.0,-59.0,-56.0,-70.0,-57.0,-65.0,-70.0,-82.0,-84.0,-57.0,-58.0,-81.0,-78.0,-78.0,-77.0,-89.0,-88.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
165,"point(51,22).json",25.5,11.0,2,1,1461867741888,-67.0,-63.0,-63.0,-66.0,-63.0,-66.0,-69.0,-77.0,-77.0,-66.0,-62.0,-77.0,-80.0,-82.0,-77.0,-90.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
166,"point(51,22).json",25.5,11.0,2,2,1461867741888,-62.0,-59.0,-68.0,-73.0,-68.0,-73.0,-72.0,-80.0,-80.0,-61.0,-61.0,-81.0,-72.0,-72.0,-72.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
167,"point(51,22).json",25.5,11.0,2,3,1461867741888,-61.0,-60.0,-62.0,-69.0,-60.0,-69.0,-69.0,-81.0,-79.0,-62.0,-61.0,-80.0,-72.0,-72.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
168,"altPoint(24,1).json",12.0,0.5,2,0,1461871560348,-67.0,-86.0,-88.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-67.0,-66.0,-100.0,-74.0,-70.0,-71.0,-78.0,-77.0,-63.0,-64.0,-77.0,-75.0,-75.0,-64.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
169,"altPoint(24,1).json",12.0,0.5,2,1,1461871560348,-69.0,-87.0,-88.0,-90.0,-87.0,-100.0,-100.0,-100.0,-100.0,-70.0,-67.0,-100.0,-80.0,-70.0,-81.0,-77.0,-77.0,-60.0,-60.0,-85.0,-69.0,-69.0,-59.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
170,"altPoint(24,1).json",12.0,0.5,2,2,1461871560348,-66.0,-86.0,-89.0,-90.0,-88.0,-100.0,-100.0,-100.0,-100.0,-65.0,-65.0,-100.0,-69.0,-69.0,-69.0,-76.0,-76.0,-62.0,-61.0,-77.0,-71.0,-71.0,-62.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
171,"altPoint(24,1).json",12.0,0.5,2,3,1461871560348,-68.0,-86.0,-89.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-66.0,-67.0,-100.0,-69.0,-70.0,-69.0,-78.0,-76.0,-59.0,-61.0,-79.0,-71.0,-70.0,-61.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
172,"altPoint(24,1).json",12.0,0.5,2,4,1461871560348,-66.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-66.0,-100.0,-69.0,-70.0,-70.0,-75.0,-78.0,-59.0,-60.0,-79.0,-69.0,-72.0,-59.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
173,"altPoint(24,1).json",12.0,0.5,2,5,1461871560348,-66.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-66.0,-100.0,-70.0,-70.0,-69.0,-75.0,-76.0,-60.0,-61.0,-76.0,-70.0,-70.0,-60.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
174,"altPoint(24,1).json",12.0,0.5,2,6,1461871560348,-67.0,-86.0,-87.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-66.0,-68.0,-100.0,-68.0,-70.0,-70.0,-76.0,-76.0,-60.0,-61.0,-78.0,-70.0,-68.0,-59.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
175,"altPoint(24,1).json",12.0,0.5,2,7,1461871560348,-68.0,-86.0,-89.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-68.0,-67.0,-100.0,-69.0,-70.0,-70.0,-77.0,-76.0,-60.0,-61.0,-75.0,-70.0,-70.0,-59.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
176,"altPoint(24,1).json",12.0,0.5,2,8,1461871560348,-67.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-67.0,-100.0,-69.0,-70.0,-69.0,-77.0,-75.0,-61.0,-59.0,-75.0,-70.0,-70.0,-59.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
177,"altPoint(24,1).json",12.0,0.5,2,9,1461871560348,-68.0,-86.0,-87.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-67.0,-68.0,-100.0,-70.0,-70.0,-70.0,-76.0,-76.0,-60.0,-60.0,-76.0,-69.0,-68.0,-60.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
178,"altPoint(24,1).json",12.0,0.5,2,10,1461871560348,-68.0,-87.0,-85.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-68.0,-62.0,-100.0,-70.0,-70.0,-69.0,-75.0,-76.0,-59.0,-60.0,-76.0,-72.0,-71.0,-60.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
179,"altPoint(24,1).json",12.0,0.5,2,11,1461871560348,-66.0,-87.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-67.0,-91.0,-69.0,-70.0,-69.0,-75.0,-76.0,-61.0,-60.0,-100.0,-68.0,-70.0,-60.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
180,"altPoint(24,1).json",12.0,0.5,2,12,1461871560348,-65.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-65.0,-91.0,-70.0,-72.0,-70.0,-75.0,-76.0,-60.0,-60.0,-100.0,-67.0,-66.0,-60.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
181,"altPoint(24,1).json",12.0,0.5,2,13,1461871560348,-67.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-66.0,-100.0,-72.0,-71.0,-72.0,-75.0,-68.0,-60.0,-60.0,-78.0,-70.0,-70.0,-59.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
182,"altPoint(24,1).json",12.0,0.5,2,14,1461871560348,-63.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-63.0,-100.0,-71.0,-70.0,-70.0,-79.0,-68.0,-62.0,-62.0,-78.0,-66.0,-67.0,-62.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
183,"altPoint(24,1).json",12.0,0.5,2,15,1461871560348,-63.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-68.0,-100.0,-68.0,-70.0,-72.0,-78.0,-77.0,-59.0,-61.0,-78.0,-70.0,-70.0,-60.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
184,"altPoint(24,1).json",12.0,0.5,2,16,1461871560348,-65.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-71.0,-100.0,-69.0,-72.0,-71.0,-77.0,-76.0,-60.0,-61.0,-71.0,-70.0,-70.0,-61.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
185,"altPoint(24,1).json",12.0,0.5,2,17,1461871560348,-69.0,-87.0,-87.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-71.0,-71.0,-100.0,-69.0,-69.0,-69.0,-76.0,-75.0,-60.0,-59.0,-76.0,-70.0,-70.0,-60.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
186,"altPoint(24,1).json",12.0,0.5,2,18,1461871560348,-68.0,-86.0,-90.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-66.0,-63.0,-100.0,-70.0,-68.0,-70.0,-77.0,-78.0,-60.0,-59.0,-77.0,-70.0,-70.0,-59.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
187,"altPoint(24,1).json",12.0,0.5,2,19,1461871560348,-64.0,-88.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-63.0,-100.0,-71.0,-69.0,-71.0,-78.0,-76.0,-60.0,-59.0,-76.0,-70.0,-70.0,-60.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
188,"point(24,1).json",12.0,0.5,2,0,1461865739703,-71.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-71.0,-100.0,-77.0,-77.0,-78.0,-83.0,-82.0,-72.0,-72.0,-82.0,-75.0,-75.0,-71.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
189,"point(24,1).json",12.0,0.5,2,1,1461865739703,-72.0,-89.0,-88.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-68.0,-69.0,-100.0,-74.0,-74.0,-75.0,-83.0,-83.0,-53.0,-54.0,-85.0,-70.0,-71.0,-53.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
190,"point(24,1).json",12.0,0.5,2,2,1461865739703,-70.0,-88.0,-87.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-70.0,-70.0,-100.0,-74.0,-74.0,-74.0,-84.0,-84.0,-56.0,-56.0,-82.0,-73.0,-78.0,-56.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
191,"point(24,1).json",12.0,0.5,2,3,1461865739703,-76.0,-88.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-77.0,-100.0,-76.0,-76.0,-76.0,-84.0,-86.0,-54.0,-54.0,-85.0,-76.0,-76.0,-54.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
192,"altPoint(47,22).json",23.5,11.0,2,0,1461869960864,-57.0,-60.0,-59.0,-71.0,-59.0,-71.0,-71.0,-73.0,-73.0,-58.0,-58.0,-73.0,-71.0,-72.0,-71.0,-100.0,-100.0,-89.0,-88.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
193,"altPoint(47,22).json",23.5,11.0,2,1,1461869960864,-58.0,-59.0,-59.0,-72.0,-59.0,-71.0,-72.0,-73.0,-71.0,-59.0,-56.0,-72.0,-77.0,-77.0,-76.0,-84.0,-100.0,-87.0,-88.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
194,"altPoint(47,22).json",23.5,11.0,2,2,1461869960864,-57.0,-59.0,-59.0,-75.0,-59.0,-73.0,-75.0,-70.0,-69.0,-57.0,-57.0,-71.0,-74.0,-74.0,-74.0,-90.0,-90.0,-87.0,-88.0,-89.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
195,"altPoint(47,22).json",23.5,11.0,2,3,1461869960864,-57.0,-64.0,-64.0,-67.0,-65.0,-66.0,-67.0,-71.0,-71.0,-57.0,-57.0,-70.0,-78.0,-75.0,-78.0,-90.0,-90.0,-100.0,-88.0,-89.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
196,"altPoint(47,22).json",23.5,11.0,2,4,1461869960864,-57.0,-65.0,-64.0,-71.0,-64.0,-71.0,-71.0,-72.0,-71.0,-57.0,-58.0,-79.0,-77.0,-76.0,-77.0,-89.0,-100.0,-88.0,-88.0,-89.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
197,"altPoint(47,22).json",23.5,11.0,2,5,1461869960864,-57.0,-59.0,-60.0,-71.0,-59.0,-69.0,-71.0,-71.0,-71.0,-56.0,-56.0,-71.0,-76.0,-75.0,-76.0,-87.0,-88.0,-88.0,-88.0,-89.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
198,"altPoint(47,22).json",23.5,11.0,2,6,1461869960864,-56.0,-72.0,-72.0,-68.0,-72.0,-66.0,-68.0,-71.0,-79.0,-56.0,-55.0,-71.0,-77.0,-77.0,-78.0,-87.0,-88.0,-88.0,-87.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
199,"altPoint(47,22).json",23.5,11.0,2,7,1461869960864,-57.0,-63.0,-63.0,-68.0,-61.0,-68.0,-68.0,-79.0,-72.0,-57.0,-57.0,-79.0,-77.0,-76.0,-76.0,-87.0,-88.0,-89.0,-87.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
200,"altPoint(47,22).json",23.5,11.0,2,8,1461869960864,-56.0,-69.0,-68.0,-70.0,-69.0,-69.0,-70.0,-71.0,-70.0,-57.0,-57.0,-69.0,-76.0,-77.0,-76.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
201,"altPoint(47,22).json",23.5,11.0,2,9,1461869960864,-57.0,-63.0,-62.0,-68.0,-63.0,-68.0,-68.0,-72.0,-72.0,-57.0,-57.0,-70.0,-76.0,-76.0,-77.0,-87.0,-86.0,-89.0,-87.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
202,"altPoint(47,22).json",23.5,11.0,2,10,1461869960864,-56.0,-62.0,-62.0,-69.0,-61.0,-69.0,-68.0,-71.0,-71.0,-57.0,-56.0,-71.0,-76.0,-76.0,-77.0,-87.0,-86.0,-90.0,-88.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
203,"altPoint(47,22).json",23.5,11.0,2,11,1461869960864,-57.0,-63.0,-63.0,-69.0,-63.0,-68.0,-69.0,-69.0,-71.0,-56.0,-56.0,-71.0,-77.0,-77.0,-76.0,-89.0,-86.0,-87.0,-88.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
