,train_data,test_data,train_data_size,test_data_size,algorithm,n_neighbors,weights,metric,nan_filler,units,scaler,mean_absolute_error,std_dev_distance_error,mean_squared_error,percentile_25,percentile_50,percentile_75,percentile_90,percentile_95,min,max
0,full_groupby_min_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,3.6028740707342024,2.123451932568858,17.30938775510204,1.8070158058105017,3.428571428571427,5.654147836332372,6.148469075257694,7.5987785801049474,1.129384878631564,8.0
1,full_groupby_min_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,3.6909772629482274,2.274141346591366,18.58816326530612,1.8070158058105017,3.376086370884706,5.714285714285715,6.9225763929171755,7.788109266868291,1.129384878631564,8.0
2,full_groupby_min_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,4.307744853734374,2.8437081519064384,26.635255102040812,1.8070158058105017,3.428571428571427,6.0,8.0,9.714285714285715,0.4517539514526255,14.285714285714285
3,full_groupby_min_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,3.7516196304401506,2.12913342131767,18.4265306122449,2.2223355980148636,3.428571428571427,5.654147836332372,6.9225763929171755,7.788109266868291,1.129384878631564,8.0
4,full_groupby_mean_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,3.3089232506926187,2.0046731073232364,14.806938775510204,1.2163847404233143,3.3579026495837594,3.5699997141713706,5.714285714285715,7.485971680749096,1.0738068841694932,8.0
5,full_groupby_mean_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,3.230629472947035,2.091490631488055,14.63632653061224,1.4568627181693672,2.7105237087157534,3.428571428571427,5.714285714285715,7.485971680749096,1.0738068841694932,8.0
6,full_groupby_mean_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,3.8975841942858303,2.713491702653148,22.546836734693883,1.6288220358559111,3.3579026495837594,5.6433092043153374,8.0,9.714285714285715,0.6388765649999416,12.571428571428573
7,full_groupby_mean_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,3.4285493427286027,2.0998026957203044,15.987755102040815,1.6288220358559111,3.3579026495837594,4.932193286180591,5.714285714285715,7.485971680749096,0.9035079029052514,8.0
8,full_data,full_groupby_min_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,2.7891785764022505,1.8741418703989807,11.151428571428573,1.3552618543578767,2.5714285714285716,4.0,4.892730091524791,5.142857142857146,0.2857142857142856,8.0
9,full_data,full_groupby_mean_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,2.2118169817747964,1.2729643640163986,6.447755102040816,1.4285714285714286,2.2857142857142847,2.8571428571428577,3.8857142857142866,4.457142857142854,0.2857142857142856,4.857142857142857
10,full_data,full_data,1000,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,2.2880707577150052,1.3479531731016914,7.050428571428571,1.4285714285714288,2.0,3.1428571428571423,4.0,4.571428571428573,0.0,9.428571428571427
11,full_data,full_groupby_max_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,2.2217614880745735,1.3719819894617433,6.743265306122449,1.0879675865519869,2.0,2.857142857142857,3.771428571428573,4.685714285714283,0.8571428571428541,6.2857142857142865
12,full_groupby_max_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,3.3650925409815384,2.0744613335571445,15.455102040816325,1.428571428571427,3.1428571428571423,4.243843079289413,5.918690693174112,7.543114537891954,1.0738068841694932,8.285714285714285
13,full_groupby_max_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,3.2043108914191736,1.9347739426869466,13.861224489795921,1.4568627181693659,3.3579026495837594,3.500728787097956,5.685895110297564,7.485971680749096,1.0738068841694932,8.0
14,full_groupby_max_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,3.9119517407612463,2.579762878554297,21.951887755102042,1.4568627181693659,3.428571428571427,5.6433092043153374,8.0,9.714285714285715,0.8571428571428577,12.0
15,full_groupby_max_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,MinMaxScaler,3.151223782055894,2.072350190578506,14.053061224489795,1.2163847404233143,2.7105237087157534,3.4875873187810584,5.714285714285715,7.485971680749096,0.9035079029052514,8.0
16,full_groupby_min_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.008678493742932,2.10140882621966,13.291428571428572,1.1428571428571423,2.4243661069253046,3.547059719410039,5.685895110297564,7.485971680749096,0.571428571428573,8.0
17,full_groupby_min_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.223659335674476,2.137955723231598,14.78,1.1428571428571423,3.3579026495837594,4.3518703462079475,5.714285714285715,7.485971680749096,1.0738068841694932,8.0
18,full_groupby_min_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.59346804191559,2.236905514332745,17.91175510204082,1.2163847404233143,3.428571428571427,4.932193286180591,7.928893172364949,8.0,0.6388765649999416,9.428571428571427
19,full_groupby_min_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.3202859489121743,2.292907949181961,16.07142857142857,1.1428571428571423,3.3579026495837594,4.3518703462079475,7.043050189133259,7.9857786344729895,1.0738068841694932,8.0
20,full_groupby_mean_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.284672450062896,2.194300255592691,15.411428571428571,1.8070158058105017,2.913725436338735,4.040610178208844,5.857323681726136,7.543114537891954,0.0,9.142857142857142
21,full_groupby_mean_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.032223942424886,2.1129625051518772,13.480408163265302,1.1428571428571423,3.0904725218262765,3.500728787097956,5.857323681726136,7.543114537891954,0.9035079029052514,8.285714285714285
22,full_groupby_mean_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.31991886108428,2.1795387459189253,15.767499999999998,1.1428571428571423,3.3579026495837594,4.3705881545081,6.0,7.928893172364949,0.571428571428573,9.714285714285715
23,full_groupby_mean_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.0718754867600127,2.1440248242074254,13.849387755102041,1.1428571428571423,2.7105237087157534,3.725258517258656,5.714285714285715,7.485971680749096,0.9035079029052514,8.285714285714285
24,full_data,full_groupby_min_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.560671801564808,2.4626426533990133,18.500408163265302,2.0,3.037184517924186,4.060762972443398,6.857142857142859,8.571428571428564,0.5714285714285712,10.857142857142854
25,full_data,full_groupby_mean_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,2.012223083556884,1.2179300602912555,5.473061224489795,1.1428571428571423,2.0,2.571428571428571,3.7714285714285714,4.228571428571427,0.2857142857142847,5.142857142857143
26,full_data,full_data,1000,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,2.3148008060737566,1.3377704268887867,7.1461428571428565,1.4285714285714288,2.0,3.1428571428571423,4.0,4.571428571428573,0.0,9.428571428571427
27,full_data,full_groupby_max_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,2.4355379015929333,1.1889836003131293,7.288979591836735,1.7142857142857144,2.0,2.8571428571428577,4.0,4.457142857142857,0.2857142857142856,5.428571428571429
28,full_groupby_max_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.3139217507899508,2.2747981934321784,15.94979591836735,1.428571428571427,2.857142857142857,4.733726150223112,6.371609396011852,7.714543109320529,0.571428571428573,9.142857142857142
29,full_groupby_max_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.1096557024408797,2.194574465213401,14.293469387755101,1.428571428571427,2.4243661069253046,3.725258517258656,5.857323681726136,7.543114537891954,0.2857142857142847,9.142857142857142
30,full_groupby_max_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.518308617091787,2.2437482541641134,17.407867346938772,1.428571428571427,3.3579026495837594,4.612002966127208,6.857142857142858,7.928893172364949,0.0,10.857142857142858
31,full_groupby_max_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,NormalizerEuclidean,3.013877289461726,2.0967796033242414,13.304081632653059,1.1428571428571423,2.7105237087157534,3.725258517258656,5.857323681726136,7.543114537891954,1.0738068841694932,8.285714285714285
32,full_groupby_min_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,3.7616790627914374,2.122115693592432,18.473469387755102,1.8070158058105017,3.428571428571427,5.654147836332372,6.148469075257694,7.5987785801049474,1.129384878631564,8.0
33,full_groupby_min_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,3.8807937508642087,2.2665329528297202,19.992244897959182,2.2223355980148636,3.428571428571427,5.714285714285715,6.9225763929171755,7.788109266868291,0.2857142857142865,8.0
34,full_groupby_min_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,4.3178905451506,2.797273282081752,26.461091836734692,1.8070158058105017,3.6589281356759145,6.0,8.0,10.0,0.2857142857142865,14.285714285714285
35,full_groupby_min_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,4.126267705580545,2.194815640222106,21.650612244897967,2.3035022137995855,3.579989738897619,5.714285714285715,6.9225763929171755,7.788109266868291,0.2857142857142865,8.0
36,full_groupby_mean_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,3.479664657537638,2.0092513480541796,15.983673469387757,1.6162440712835364,3.428571428571427,4.1649656391752155,6.118973675713926,7.627042018352263,1.129384878631564,8.0
37,full_groupby_mean_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,3.704329201083203,2.1574863399770923,18.19061224489796,1.8070158058105017,3.428571428571427,5.654147836332372,6.3091728860541885,7.652346517037113,1.129384878631564,8.0
38,full_groupby_mean_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,4.123455257168161,2.7156164949662993,24.37008163265306,1.6288220358559111,3.428571428571427,5.714285714285715,8.0,9.728571428571417,0.6388765649999416,12.571428571428573
39,full_groupby_mean_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,3.899064372875939,2.0749536600037644,19.335918367346938,2.4243661069253046,3.428571428571427,5.654147836332372,6.194887171768475,7.652346517037113,0.9035079029052514,8.0
40,full_data,full_groupby_min_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,3.721155910502872,2.004337005698854,17.703673469387756,2.2314999074018997,3.428571428571427,4.571428571428569,6.059998216514376,7.199999999999996,0.8571428571428577,9.42857142857143
41,full_data,full_groupby_mean_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,2.520316486503642,1.5399459664591872,8.628571428571432,1.2936264483053461,2.2857142857142865,3.142857142857146,4.62857142857143,5.085714285714287,0.2857142857142865,6.0
42,full_data,full_data,1000,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,2.3099276565569653,1.310624917141586,7.051785714285714,1.5016997172591886,2.0,3.1428571428571423,4.0,4.857142857142857,0.0,8.0
43,full_data,full_groupby_max_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,2.323343043522745,1.5195842974812397,7.614693877551022,1.428571428571427,2.0,2.8713930346059695,4.0,5.3714285714285674,0.2857142857142847,6.2857142857142865
44,full_groupby_max_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,3.8662988471821653,1.9493748343192476,18.596326530612245,2.6341555592265387,3.579989738897619,5.337583340648401,5.918690693174112,7.5492888883523825,1.129384878631564,8.285714285714285
45,full_groupby_max_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,3.439242405773168,1.988428322765415,15.624081632653063,1.4568627181693659,3.428571428571427,3.8808793449160364,5.892340839994729,7.5514977397791965,1.129384878631564,8.0
46,full_groupby_max_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,4.229444430138391,2.612836091127057,24.708285714285715,1.4568627181693659,3.7142857142857153,5.714285714285715,8.0,9.714285714285715,0.8571428571428577,12.0
47,full_groupby_max_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,StandardScaler,3.679866060386216,2.177257132355412,18.092244897959187,1.6288220358559111,3.428571428571427,5.654147836332372,5.93552860773552,7.5492888883523825,0.9035079029052514,8.0
48,full_groupby_min_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.013063049310505,2.0989099757673078,13.307755102040815,1.1428571428571423,2.4243661069253046,3.547059719410039,5.685895110297564,7.485971680749096,0.571428571428573,8.0
49,full_groupby_min_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.20785586807455,2.1839968341613476,14.869387755102041,1.1428571428571423,3.3579026495837594,4.3518703462079475,5.714285714285715,7.485971680749096,0.9035079029052514,8.0
50,full_groupby_min_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.5553317097477444,2.243122156786015,17.666948979591837,1.2163847404233143,3.428571428571427,4.3518703462079475,7.928893172364949,8.0,0.6388765649999416,9.714285714285715
51,full_groupby_min_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.306362198967362,2.398494077626002,16.45469387755102,1.1428571428571423,2.7199189663799674,4.3518703462079475,7.36345116078843,7.9857786344729895,0.9035079029052514,8.0
52,full_groupby_mean_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.2215633764573313,2.152729940835868,14.82734693877551,1.8070158058105017,2.6341555592265387,4.733726150223112,5.857323681726136,7.543114537891954,0.0,8.285714285714285
53,full_groupby_mean_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.032223942424886,2.1129625051518772,13.480408163265302,1.1428571428571423,3.0904725218262765,3.500728787097956,5.857323681726136,7.543114537891954,0.9035079029052514,8.285714285714285
54,full_groupby_mean_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.3362678454142944,2.166847104837972,15.821214285714285,1.1428571428571423,3.3579026495837594,4.3705881545081,6.0,7.928893172364949,0.571428571428573,9.714285714285715
55,full_groupby_mean_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.0744075344266237,2.142722700647546,13.859591836734694,1.1428571428571423,2.7105237087157534,3.547059719410039,5.714285714285715,7.485971680749096,0.9035079029052514,8.285714285714285
56,full_data,full_groupby_min_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.5590046197125567,2.5048457277911056,18.68979591836734,1.7142857142857144,2.857142857142857,4.571428571428571,6.857142857142859,8.571428571428564,0.2857142857142856,10.285714285714285
57,full_data,full_groupby_mean_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,2.108959838917653,1.3420378983215138,6.176734693877552,1.1428571428571423,2.0,2.2857142857142865,4.057142857142858,4.514285714285713,0.0,5.142857142857143
58,full_data,full_data,1000,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,2.3454065334230574,1.308724778308455,7.211979591836734,1.4285714285714288,2.0,3.142857142857143,4.0,4.571428571428573,0.0,9.428571428571427
59,full_data,full_groupby_max_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,2.6179196778353058,1.6846289601608602,9.577959183673471,1.5811388300841898,2.0,3.428571428571427,4.514285714285715,6.228571428571424,0.5714285714285712,7.142857142857142
60,full_groupby_max_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.300480192193325,2.320579948121054,16.062857142857144,1.428571428571427,2.6341555592265387,4.733726150223112,6.258095120546367,7.629146244740744,0.2857142857142847,9.142857142857142
61,full_groupby_max_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.235369988155165,2.1497244669370574,14.904081632653059,1.428571428571427,2.747912008810192,4.348351787206978,5.857323681726136,7.543114537891954,0.2857142857142847,8.285714285714285
62,full_groupby_max_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.641388994906825,2.1614027693457523,17.92670408163265,1.4568627181693659,3.500728787097956,5.428571428571427,6.885714285714293,7.928893172364949,0.0,9.714285714285715
63,full_groupby_max_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,None,3.0639429852908693,2.066395855508723,13.4869387755102,1.1428571428571423,3.155817433482074,3.500728787097956,5.857323681726136,7.543114537891954,0.9035079029052514,8.285714285714285
64,full_groupby_min_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,RobustScaler,5.661210745286407,3.0302610402839187,40.86448979591836,3.428571428571427,5.714285714285715,7.5707546869920606,8.609181215364742,9.396050895004706,1.1428571428571423,13.768123491957642
65,full_groupby_min_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,RobustScaler,5.522946638890899,2.997008006203506,39.12571428571428,3.428571428571427,5.500463802336702,7.442980530921297,8.783904960072165,9.454292143240515,1.1428571428571423,13.768123491957642
66,full_groupby_min_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,RobustScaler,7.750604422864122,4.6092585194888835,81.29588775510204,3.843892584878203,7.8174321166198295,10.0,14.773459379604235,16.20364270075504,0.6388765649999416,21.02379604162864
67,full_groupby_min_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,RobustScaler,5.5689370957953646,2.9186826421987813,39.19102040816326,3.428571428571427,5.3308880448700835,7.442980530921297,8.783904960072165,9.376878315978614,1.1428571428571423,13.768123491957642
68,full_groupby_mean_data,full_groupby_min_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,RobustScaler,6.309759226166587,3.743758941713273,53.26816326530613,3.428571428571427,5.82745087267747,8.550569858083097,9.833902227778852,11.554393375370724,1.1428571428571423,16.74204044814571
69,full_groupby_mean_data,full_groupby_mean_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,RobustScaler,5.5772331849230525,3.515118676838513,42.9673469387755,3.428571428571427,5.390846361175202,7.699059046668082,9.41401471308668,11.545361732241103,0.903507902905252,15.100006757668444
70,full_groupby_mean_data,full_data,25,1000,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,RobustScaler,8.006139251579436,5.20019336074973,91.11323469387754,3.843892584878203,8.0,10.364370594079809,15.714610386256375,18.727912160130156,0.903507902905252,21.282358316460233
71,full_groupby_mean_data,full_groupby_max_data,25,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,RobustScaler,5.5455161892546,3.1867046144515885,40.50163265306123,3.428571428571427,5.3308880448700835,8.0,8.950977751484192,10.29999009311986,1.1428571428571423,14.423973807802179
72,full_data,full_groupby_min_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,RobustScaler,3.847778194907296,2.2075336049215717,19.483673469387753,2.0,3.7142857142857135,5.015282766154845,7.37380849130613,7.714285714285715,0.2857142857142856,8.57142857142857
73,full_data,full_groupby_mean_data,1000,25,KNeighborsRegressor,7,uniform,euclidean,-100.0,dBm,RobustScaler,3.195777505733296,2.090345175814742,14.407755102040818,1.4285714285714288,2.8571428571428577,4.0,6.342857142857145,6.571428571428573,0.2857142857142856,8.0
